token	tag
"Then	``
that	DT
accounts	VBZ
for	IN
it.	PRP
In	IN
the	DT
civilized	JJ
countries	NNS
I	PRP
believe	VBP
there	EX
are	VBP
no	DT
witches	NNS
left;	VBN
nor	CC
wizards,	NN
nor	CC
sorceresses,	NN
nor	CC
magicians.	NNS
But,	CC
you	PRP
see,	VBP
the	DT
Land	NNP
of	IN
Oz	NNP
has	VBZ
never	RB
been	VBN
civilized,	VBN
for	IN
we	PRP
are	VBP
cut	VBN
off	RP
from	IN
all	PDT
the	DT
rest	NN
of	IN
the	DT
world.	NN
Therefore	RB
we	PRP
still	RB
have	VBP
witches	NNS
and	CC
wizards	NNS
amongst	IN
us."	PRP
"Who	WP
are	VBP
the	DT
Wizards?"	NNPS
asked	VBD
Dorothy.	NNP
"Oz	``
himself	PRP
is	VBZ
the	DT
Great	NNP
Wizard,"	NNP
answered	VBD
the	DT
Witch,	NNP
sinking	VBG
her	PRP$
voice	NN
to	IN
a	DT
whisper.	NN
"He	``
is	VBZ
more	RBR
powerful	JJ
than	IN
all	PDT
the	DT
rest	NN
of	IN
us	PRP
together.	RB
He	PRP
lives	VBZ
in	IN
the	DT
City	NNP
of	IN
Emeralds."	NNP
Dorothy	NNP
was	VBD
going	VBG
to	TO
ask	VB
another	DT
question,	NN
but	CC
just	RB
then	RB
the	DT
Munchkins,	NNP
who	WP
had	VBD
been	VBN
standing	VBG
silently	RB
by,	RB
gave	VBD
a	DT
loud	JJ
shout	NN
and	CC
pointed	VBD
to	IN
the	DT
corner	NN
of	IN
the	DT
house	NN
where	WRB
the	DT
Wicked	NNP
Witch	NNP
had	VBD
been	VBN
lying.	VBN
"What	WP
is	VBZ
it?"	PRP$
asked	VBD
the	DT
little	JJ
old	JJ
woman;	NN
and	CC
looked,	VBD
and	CC
began	VBD
to	TO
laugh.	VB
The	DT
feet	NNS
of	IN
the	DT
dead	JJ
Witch	NNP
had	VBD
disappeared	VBN
entirely	RB
and	CC
nothing	NN
was	VBD
left	VBN
but	CC
the	DT
silver	JJ
shoes.	NN
"She	PRP
was	VBD
so	RB
old,"	JJ
explained	VBD
the	DT
Witch	NNP
of	IN
the	DT
North,	NNP
"that	UH
she	PRP
dried	VBD
up	RP
quickly	RB
in	IN
the	DT
sun.	NN
That	DT
is	VBZ
the	DT
end	NN
of	IN
her.	NNP
But	CC
the	DT
silver	JJ
shoes	NNS
are	VBP
yours,	PRP
and	CC
you	PRP
shall	MD
have	VB
them	PRP
to	TO
wear."	VB
She	PRP
reached	VBD
down	RP
and	CC
picked	VBD
up	RP
the	DT
shoes,	NN
and	CC
after	IN
shaking	VBG
the	DT
dust	NN
out	IN
of	IN
them	PRP
handed	VBD
them	PRP
to	IN
Dorothy.	NNP
"The	``
Witch	NNP
of	IN
the	DT
East	NNP
was	VBD
proud	JJ
of	IN
those	DT
silver	JJ
shoes,"	NN
said	VBD
one	CD
of	IN
the	DT
Munchkins;	NNP
"and	``
there	EX
is	VBZ
some	DT
charm	NN
connected	VBN
with	IN
them;	DT
but	CC
what	WP
it	PRP
is	VBZ
we	PRP
never	RB
knew."	VBD
Dorothy	NNP
carried	VBD
the	DT
shoes	NNS
into	IN
the	DT
house	NN
and	CC
placed	VBD
them	PRP
on	IN
the	DT
table.	NN
Then	RB
she	PRP
came	VBD
out	RB
again	RB
to	IN
the	DT
Munchkins	NNPS
and	CC
said,	VBD
"I	``
am	VBP
anxious	JJ
to	TO
get	VB
back	RB
to	IN
my	PRP$
Aunt	NNP
and	CC
Uncle,	NNP
for	IN
I	PRP
am	VBP
sure	JJ
they	PRP
will	MD
worry	VB
about	IN
me.	.
Can	MD
you	PRP
help	VB
me	PRP
find	VB
my	PRP$
way?"	NN
The	DT
Munchkins	NNPS
and	CC
the	DT
Witch	NNP
first	RB
looked	VBD
at	IN
one	CD
another,	DT
and	CC
then	RB
at	IN
Dorothy,	NNP
and	CC
then	RB
shook	VBD
their	PRP$
heads.	NN
"At	``
the	DT
East,	NNP
not	RB
far	RB
from	IN
here,"	RB
said	VBD
one,	,
"there	``
is	VBZ
a	DT
great	JJ
desert,	NN
and	CC
none	NN
could	MD
live	VB
to	TO
cross	VB
it."	PRP
"It	``
is	VBZ
the	DT
same	JJ
at	IN
the	DT
South,"	NNP
said	VBD
another,	,
"for	''
I	PRP
have	VBP
been	VBN
there	RB
and	CC
seen	VBN
it.	.
The	DT
South	NNP
is	VBZ
the	DT
country	NN
of	IN
the	DT
Quadlings."	NNP
"I	``
am	VBP
told,"	JJ
said	VBD
the	DT
third	JJ
man,	NN
"that	``
it	PRP
is	VBZ
the	DT
same	JJ
at	IN
the	DT
West.	NNP
And	CC
that	DT
country,	NN
where	WRB
the	DT
Winkies	NNPS
live,	VBD
is	VBZ
ruled	VBN
by	IN
the	DT
wicked	JJ
Witch	NNP
of	IN
the	DT
West,	NNP
who	WP
would	MD
make	VB
you	PRP
her	PRP$
slave	NN
if	IN
you	PRP
passed	VBD
her	PRP$
way."	NN
"The	``
North	NNP
is	VBZ
my	PRP$
home,"	NN
said	VBD
the	DT
old	JJ
lady,	NN
"and	''
at	IN
its	PRP$
edge	NN
is	VBZ
the	DT
same	JJ
great	JJ
desert	NN
that	WDT
surrounds	VBZ
this	DT
land	NN
of	IN
Oz.	NNP
I'm	PRP
afraid,	RB
my	PRP$
dear,	NN
you	PRP
will	MD
have	VB
to	TO
live	VB
with	IN
us."	PRP
Dorothy	NNP
began	VBD
to	TO
sob,	VB
at	IN
this,	DT
for	IN
she	PRP
felt	VBD
lonely	JJ
among	IN
all	PDT
these	DT
strange	JJ
people.	NNS
Her	PRP$
tears	NNS
seemed	VBD
to	TO
grieve	VB
the	DT
kind-hearted	JJ
Munchkins,	NNP
for	IN
they	PRP
immediately	RB
took	VBD
out	RP
their	PRP$
handkerchiefs	NNS
and	CC
began	VBD
to	TO
weep	VB
also.	RB
As	IN
for	IN
the	DT
little	JJ
old	JJ
woman,	NN
she	PRP
took	VBD
off	RP
her	PRP$
cap	NN
and	CC
balanced	VBD
the	DT
point	NN
on	IN
the	DT
end	NN
of	IN
her	PRP$
nose,	NN
while	IN
she	PRP
counted	VBD
"one,	,
two,	CD
three"	''
in	IN
a	DT
solemn	JJ
voice.	NN
At	IN
once	RB
the	DT
cap	NN
changed	VBD
to	IN
a	DT
slate,	NN
on	IN
which	WDT
was	VBD
written	VBN
in	IN
big,	JJ
white	JJ
chalk	NN
marks:	:
"LET	NNP
DOROTHY	NNP
GO	NNP
TO	IN
THE	DT
CITY	NN
OF	IN
EMERALDS."	NNP
The	DT
little	JJ
old	JJ
woman	NN
took	VBD
the	DT
slate	NN
from	IN
her	PRP$
nose,	NN
and,	CC
having	VBG
read	VBN
the	DT
words	NNS
on	IN
it,	PRP
asked,	,
"Is	``
your	PRP$
name	NN
Dorothy,	NNP
my	PRP$
dear?"	NN
"Yes,"	NNP
answered	VBD
the	DT
child,	NN
looking	VBG
up	RP
and	CC
drying	VBG
her	PRP$
tears.	NN
"Then	``
you	PRP
must	MD
go	VB
to	IN
the	DT
City	NNP
of	IN
Emeralds.	NNP
Perhaps	RB
Oz	NNP
will	MD
help	VB
you."	PRP
"Where	WRB
is	VBZ
this	DT
City?"	NNP
asked	VBD
Dorothy.	NNP
"It	``
is	VBZ
exactly	RB
in	IN
the	DT
center	NN
of	IN
the	DT
country,	NN
and	CC
is	VBZ
ruled	VBN
by	IN
Oz,	NNP
the	DT
Great	NNP
Wizard	NNP
I	PRP
told	VBD
you	PRP
of."	''
"Is	``
he	PRP
a	DT
good	JJ
man?"	NN
enquired	VBD
the	DT
girl,	NN
anxiously.	JJ
"He	``
is	VBZ
a	DT
good	JJ
Wizard.	NNP
Whether	IN
he	PRP
is	VBZ
a	DT
man	NN
or	CC
not	RB
I	PRP
cannot	MD
tell,	VB
for	IN
I	PRP
have	VBP
never	RB
seen	VBN
him."	PRP
"How	``
can	MD
I	PRP
get	VB
there?"	VBN
asked	VBD
Dorothy.	NNP
"You	PRP
must	MD
walk.	VB
It	PRP
is	VBZ
a	DT
long	JJ
journey,	NN
through	IN
a	DT
country	NN
that	WDT
is	VBZ
sometimes	RB
pleasant	JJ
and	CC
sometimes	RB
dark	JJ
and	CC
terrible.	JJ
However,	RB
I	PRP
will	MD
use	VB
all	PDT
the	DT
magic	JJ
arts	NNS
I	PRP
know	VBP
of	IN
to	TO
keep	VB
you	PRP
from	IN
harm."	NN
"Won't	RB
you	PRP
go	VBP
with	IN
me?"	PRP
pleaded	VBD
the	DT
girl,	NN
who	WP
had	VBD
begun	VBN
to	TO
look	VB
upon	IN
the	DT
little	JJ
old	JJ
woman	NN
as	IN
her	PRP$
only	JJ
friend.	NN
"No,	UH
I	PRP
cannot	MD
do	VB
that,"	UH
she	PRP
replied;	VBD
"but	``
I	PRP
will	MD
give	VB
you	PRP
my	PRP$
kiss,	NN
and	CC
no	DT
one	NN
will	MD
dare	VB
injure	VB
a	DT
person	NN
who	WP
has	VBZ
been	VBN
kissed	VBN
by	IN
the	DT
Witch	NNP
of	IN
the	DT
North."	NNP
She	PRP
came	VBD
close	RB
to	IN
Dorothy	NNP
and	CC
kissed	VBD
her	PRP
gently	RB
on	IN
the	DT
forehead.	NN
Where	WRB
her	PRP$
lips	NNS
touched	VBD
the	DT
girl	NN
they	PRP
left	VBD
a	DT
round,	JJ
shining	VBG
mark,	NN
as	IN
Dorothy	NNP
found	VBD
out	RP
soon	RB
after.	RB
"The	``
road	NN
to	IN
the	DT
City	NNP
of	IN
Emeralds	NNPS
is	VBZ
paved	VBN
with	IN
yellow	JJ
brick,"	NN
said	VBD
the	DT
Witch;	NNP
"so	''
you	PRP
cannot	MD
miss	VB
it.	PRP
When	WRB
you	PRP
get	VBP
to	IN
Oz	NNP
do	VBP
not	RB
be	VB
afraid	JJ
of	IN
him,	NN
but	CC
tell	VB
your	PRP$
story	NN
and	CC
ask	VB
him	PRP
to	TO
help	VB
you.	PRP
Good-bye,	UH
my	PRP$
dear."	NN
The	DT
three	CD
Munchkins	NNPS
bowed	VBD
low	RB
to	IN
her	PRP
and	CC
wished	VBD
her	PRP
a	DT
pleasant	JJ
journey,	NN
after	IN
which	WDT
they	PRP
walked	VBD
away	RB
through	IN
the	DT
trees.	NN
The	DT
Witch	NNP
gave	VBD
Dorothy	NNP
a	DT
friendly	JJ
little	JJ
nod,	NN
whirled	VBN
around	RB
on	IN
her	PRP$
left	JJ
heel	NN
three	CD
times,	NN
and	CC
straightway	NN
disappeared,	VBD
much	RB
to	IN
the	DT
surprise	NN
of	IN
little	JJ
Toto,	NNP
who	WP
barked	VBD
after	IN
her	PRP
loudly	RB
enough	RB
when	WRB
she	PRP
had	VBD
gone,	VBN
because	IN
he	PRP
had	VBD
been	VBN
afraid	JJ
even	RB
to	TO
growl	VB
while	IN
she	PRP
stood	VBD
by.	.
But	CC
Dorothy,	NNP
knowing	VBG
her	PRP
to	TO
be	VB
a	DT
witch,	NN
had	VBD
expected	VBN
her	PRP
to	TO
disappear	VB
in	IN
just	RB
that	DT
way,	NN
and	CC
was	VBD
not	RB
surprised	JJ
in	IN
the	DT
least.	NN
Chapter	NN
III.	NNP
When	WRB
Dorothy	NNP
was	VBD
left	VBN
alone	JJ
she	PRP
began	VBD
to	TO
feel	VB
hungry.	JJ
So	RB
she	PRP
went	VBD
to	IN
the	DT
cupboard	NN
and	CC
cut	VBD
herself	PRP
some	DT
bread,	NN
which	WDT
she	PRP
spread	VBD
with	IN
butter.	NN
She	PRP
gave	VBD
some	DT
to	IN
Toto,	NNP
and	CC
taking	VBG
a	DT
pail	NN
from	IN
the	DT
shelf	NN
she	PRP
carried	VBD
it	PRP
down	RP
to	IN
the	DT
little	JJ
brook	NN
and	CC
filled	VBD
it	PRP
with	IN
clear,	JJ
sparkling	JJ
water.	NN
Toto	NNP
ran	VBD
over	RB
to	IN
the	DT
trees	NNS
and	CC
began	VBD
to	TO
bark	VB
at	IN
the	DT
birds	NNS
sitting	VBG
there.	RB
Dorothy	NNP
went	VBD
to	TO
get	VB
him,	NN
and	CC
saw	VBD
such	JJ
delicious	JJ
fruit	NN
hanging	VBG
from	IN
the	DT
branches	NNS
that	WDT
she	PRP
gathered	VBD
some	DT
of	IN
it,	RB
finding	VBG
it	PRP
just	RB
what	WP
she	PRP
wanted	VBD
to	TO
help	VB
out	RP
her	PRP$
breakfast.	NN
Then	RB
she	PRP
went	VBD
back	RB
to	IN
the	DT
house,	NN
and	CC
having	VBG
helped	VBN
herself	PRP
and	CC
Toto	NNP
to	IN
a	DT
good	JJ
drink	NN
of	IN
the	DT
cool,	JJ
clear	JJ
water,	NN
she	PRP
set	VBD
about	IN
making	VBG
ready	JJ
for	IN
the	DT
journey	NN
to	IN
the	DT
City	NNP
of	IN
Emeralds.	NNP
Dorothy	NNP
had	VBD
only	RB
one	CD
other	JJ
dress,	NN
but	CC
that	DT
happened	VBD
to	TO
be	VB
clean	JJ
and	CC
was	VBD
hanging	VBG
on	IN
a	DT
peg	NN
beside	IN
her	PRP$
bed.	NN
It	PRP
was	VBD
gingham,	NN
with	IN
checks	NNS
of	IN
white	JJ
and	CC
blue;	JJ
and	CC
although	IN
the	DT
blue	NN
was	VBD
somewhat	RB
faded	JJ
with	IN
many	JJ
washings,	JJ
it	PRP
was	VBD
still	RB
a	DT
pretty	JJ
frock.	NN
The	DT
girl	NN
washed	VBD
herself	PRP
carefully,	RB
dressed	VBD
herself	PRP
in	IN
the	DT
clean	JJ
gingham,	NN
and	CC
tied	VBD
her	PRP$
pink	JJ
sunbonnet	NN
on	IN
her	PRP$
head.	NN
She	PRP
took	VBD
a	DT
little	JJ
basket	NN
and	CC
filled	VBD
it	PRP
with	IN
bread	NN
from	IN
the	DT
cupboard,	NN
laying	VBG
a	DT
white	JJ
cloth	NN
over	IN
the	DT
top.	NN
Then	RB
she	PRP
looked	VBD
down	RP
at	IN
her	PRP$
feet	NNS
and	CC
noticed	VBD
how	WRB
old	JJ
and	CC
worn	VBD
her	PRP$
shoes	NNS
were.	VBD
"They	PRP
surely	RB
will	MD
never	RB
do	VB
for	IN
a	DT
long	JJ
journey,	NN
Toto,"	NNP
she	PRP
said.	VBD
And	CC
Toto	NNP
looked	VBD
up	RP
into	IN
her	PRP$
face	NN
with	IN
his	PRP$
little	JJ
black	JJ
eyes	NNS
and	CC
wagged	VBD
his	PRP$
tail	NN
to	TO
show	VB
he	PRP
knew	VBD
what	WP
she	PRP
meant.	VBD
At	IN
that	DT
moment	NN
Dorothy	NNP
saw	VBD
lying	VBG
on	IN
the	DT
table	NN
the	DT
silver	JJ
shoes	NNS
that	WDT
had	VBD
belonged	VBN
to	IN
the	DT
Witch	NNP
of	IN
the	DT
East.	NNP
"I	``
wonder	VBP
if	IN
they	PRP
will	MD
fit	VB
me,"	UH
she	PRP
said	VBD
to	IN
Toto.	NNP
"They	PRP
would	MD
be	VB
just	RB
the	DT
thing	NN
to	TO
take	VB
a	DT
long	JJ
walk	NN
in,	RB
for	IN
they	PRP
could	MD
not	RB
wear	VB
out."	RP
She	PRP
took	VBD
off	RP
her	PRP$
old	JJ
leather	NN
shoes	NNS
and	CC
tried	VBD
on	IN
the	DT
silver	JJ
ones,	NN
which	WDT
fitted	VBD
her	PRP
as	RB
well	RB
as	IN
if	IN
they	PRP
had	VBD
been	VBN
made	VBN
for	IN
her.	PRP
Finally	RB
she	PRP
picked	VBD
up	RP
her	PRP$
basket.	NN
"Come	``
along,	RB
Toto,"	NNP
she	PRP
said,	VBD
"we	``
will	MD
go	VB
to	IN
the	DT
Emerald	NNP
City	NNP
and	CC
ask	VB
the	DT
great	JJ
Oz	NNP
how	WRB
to	TO
get	VB
back	RB
to	IN
Kansas	NNP
again."	RB
She	PRP
closed	VBD
the	DT
door,	NN
locked	VBD
it,	,
and	CC
put	VBD
the	DT
key	NN
carefully	RB
in	IN
the	DT
pocket	NN
of	IN
her	PRP$
dress.	NN
And	CC
so,	NN
with	IN
Toto	NNP
trotting	VBG
along	RB
soberly	RB
behind	IN
her,	NN
she	PRP
started	VBD
on	IN
her	PRP$
journey.	NN
There	EX
were	VBD
several	JJ
roads	NNS
near	IN
by,	NN
but	CC
it	PRP
did	VBD
not	RB
take	VB
her	PRP
long	RB
to	TO
find	VB
the	DT
one	NN
paved	VBN
with	IN
yellow	JJ
brick.	NN
Within	IN
a	DT
short	JJ
time	NN
she	PRP
was	VBD
walking	VBG
briskly	RB
toward	IN
the	DT
Emerald	NNP
City,	NNP
her	PRP$
silver	JJ
shoes	NNS
tinkling	VBG
merrily	RB
on	IN
the	DT
hard,	JJ
yellow	JJ
roadbed.	NN
The	DT
sun	NN
shone	VBD
bright	JJ
and	CC
the	DT
birds	NNS
sang	VBD
sweet	JJ
and	CC
Dorothy	NNP
did	VBD
not	RB
feel	VB
nearly	RB
as	RB
bad	JJ
as	IN
you	PRP
might	MD
think	VB
a	DT
little	JJ
girl	NN
would	MD
who	WP
had	VBD
been	VBN
suddenly	RB
whisked	VBN
away	RB
from	IN
her	PRP$
own	JJ
country	NN
and	CC
set	VBN
down	RP
in	IN
the	DT
midst	NN
of	IN
a	DT
strange	JJ
land.	NN
She	PRP
was	VBD
surprised,	JJ
as	IN
she	PRP
walked	VBD
along,	RB
to	TO
see	VB
how	WRB
pretty	JJ
the	DT
country	NN
was	VBD
about	IN
her.	NN
There	EX
were	VBD
neat	JJ
fences	NNS
at	IN
the	DT
sides	NNS
of	IN
the	DT
road,	NN
painted	VBN
a	DT
dainty	JJ
blue	JJ
color,	NN
and	CC
beyond	IN
them	PRP
were	VBD
fields	NNS
of	IN
grain	NN
and	CC
vegetables	NNS
in	IN
abundance.	NN
Evidently	RB
the	DT
Munchkins	NNPS
were	VBD
good	JJ
farmers	NNS
and	CC
able	JJ
to	TO
raise	VB
large	JJ
crops.	NN
Once	RB
in	IN
a	DT
while	NN
she	PRP
would	MD
pass	VB
a	DT
house,	NN
and	CC
the	DT
people	NNS
came	VBD
out	RP
to	TO
look	VB
at	IN
her	PRP
and	CC
bow	VB
low	RB
as	IN
she	PRP
went	VBD
by;	RB
for	IN
everyone	NN
knew	VBD
she	PRP
had	VBD
been	VBN
the	DT
means	NN
of	IN
destroying	VBG
the	DT
wicked	JJ
witch	NN
and	CC
setting	VBG
them	PRP
free	JJ
from	IN
bondage.	NN
The	DT
houses	NNS
of	IN
the	DT
Munchkins	NNPS
were	VBD
odd	JJ
looking	VBG
dwellings,	NN
for	IN
each	DT
was	VBD
round,	JJ
with	IN
a	DT
big	JJ
dome	NN
for	IN
a	DT
roof.	NN
All	DT
were	VBD
painted	VBN
blue,	JJ
for	IN
in	IN
this	DT
country	NN
of	IN
the	DT
East	NNP
blue	NN
was	VBD
the	DT
favorite	JJ
color.	NN
Towards	IN
evening,	NN
when	WRB
Dorothy	NNP
was	VBD
tired	JJ
with	IN
her	PRP$
long	JJ
walk	NN
and	CC
began	VBD
to	TO
wonder	VB
where	WRB
she	PRP
should	MD
pass	VB
the	DT
night,	NN
she	PRP
came	VBD
to	IN
a	DT
house	NN
rather	RB
larger	JJR
than	IN
the	DT
rest.	NN
On	IN
the	DT
green	JJ
lawn	NN
before	IN
it	PRP
many	JJ
men	NNS
and	CC
women	NNS
were	VBD
dancing.	VBN
Five	CD
little	JJ
fiddlers	NNS
played	VBD
as	RB
loudly	RB
as	IN
possible	JJ
and	CC
the	DT
people	NNS
were	VBD
laughing	VBG
and	CC
singing,	NN
while	IN
a	DT
big	JJ
table	NN
near	IN
by	RB
was	VBD
loaded	VBN
with	IN
delicious	JJ
fruits	NNS
and	CC
nuts,	NN
pies	NNS
and	CC
cakes,	NN
and	CC
many	JJ
other	JJ
good	JJ
things	NNS
to	TO
eat.	VB
The	DT
people	NNS
greeted	VBD
Dorothy	NNP
kindly,	RB
and	CC
invited	VBD
her	PRP
to	TO
supper	VB
and	CC
to	TO
pass	VB
the	DT
night	NN
with	IN
them;	DT
for	IN
this	DT
was	VBD
the	DT
home	NN
of	IN
one	CD
of	IN
the	DT
richest	JJS
Munchkins	NNPS
in	IN
the	DT
land,	NN
and	CC
his	PRP$
friends	NNS
were	VBD
gathered	VBN
with	IN
him	PRP
to	TO
celebrate	VB
their	PRP$
freedom	NN
from	IN
the	DT
bondage	NN
of	IN
the	DT
wicked	JJ
witch.	NN
Dorothy	NNP
ate	VBD
a	DT
hearty	JJ
supper	NN
and	CC
was	VBD
waited	VBN
upon	IN
by	IN
the	DT
rich	JJ
Munchkin	NNP
himself,	NN
whose	WP$
name	NN
was	VBD
Boq.	NNP
Then	RB
she	PRP
sat	VBD
down	RP
upon	IN
a	DT
settee	NN
and	CC
watched	VBD
the	DT
people	NNS
dance.	JJ
When	WRB
Boq	NNP
saw	VBD
her	PRP$
silver	JJ
shoes	NNS
he	PRP
said,	VBD
"You	``
must	MD
be	VB
a	DT
great	JJ
sorceress."	NN
"Why?"	''
asked	VBD
the	DT
girl.	NN
"Because	IN
you	PRP
wear	VBP
silver	JJ
shoes	NNS
and	CC
have	VBP
killed	VBN
the	DT
wicked	JJ
witch.	NN
Besides,	RB
you	PRP
have	VBP
white	JJ
in	IN
your	PRP$
frock,	NN
and	CC
only	JJ
witches	NNS
and	CC
sorceresses	NNS
wear	VB
white."	JJ
"My	``
dress	NN
is	VBZ
blue	JJ
and	CC
white	JJ
checked,"	NN
said	VBD
Dorothy,	NNP
smoothing	VBG
out	RP
the	DT
wrinkles	NNS
in	IN
it.	PRP
"It	``
is	VBZ
kind	RB
of	RB
you	PRP
to	TO
wear	VB
that,"	JJ
said	VBD
Boq.	NNP
"Blue	``
is	VBZ
the	DT
color	NN
of	IN
the	DT
Munchkins,	NN
and	CC
white	JJ
is	VBZ
the	DT
witch	NN
color;	NN
so	RB
we	PRP
know	VBP
you	PRP
are	VBP
a	DT
friendly	JJ
witch."	NN
Dorothy	NNP
did	VBD
not	RB
know	VB
what	WP
to	TO
say	VB
to	IN
this,	DT
for	IN
all	PDT
the	DT
people	NNS
seemed	VBD
to	TO
think	VB
her	PRP
a	DT
witch,	NN
and	CC
she	PRP
knew	VBD
very	RB
well	RB
she	PRP
was	VBD
only	RB
an	DT
ordinary	JJ
little	JJ
girl	NN
who	WP
had	VBD
come	VBN
by	IN
the	DT
chance	NN
of	IN
a	DT
cyclone	NN
into	IN
a	DT
strange	JJ
land.	NN
When	WRB
she	PRP
had	VBD
tired	VBN
watching	VBG
the	DT
dancing,	NN
Boq	NNP
led	VBD
her	PRP
into	IN
the	DT
house,	NN
where	WRB
he	PRP
gave	VBD
her	PRP
a	DT
room	NN
with	IN
a	DT
pretty	JJ
bed	NN
in	IN
it.	PRP
The	DT
sheets	NNS
were	VBD
made	VBN
of	IN
blue	JJ
cloth,	NN
and	CC
Dorothy	NNP
slept	VBD
soundly	RB
in	IN
them	PRP
till	IN
morning,	NN
with	IN
Toto	NNP
curled	VBN
up	RP
on	IN
the	DT
blue	JJ
rug	NN
beside	IN
her.	NN
She	PRP
ate	VBD
a	DT
hearty	JJ
breakfast,	NN
and	CC
watched	VBD
a	DT
wee	JJ
Munchkin	NNP
baby,	NN
who	WP
played	VBD
with	IN
Toto	NNP
and	CC
pulled	VBD
his	PRP$
tail	NN
and	CC
crowed	VBD
and	CC
laughed	VBD
in	IN
a	DT
way	NN
that	WDT
greatly	RB
amused	VBD
Dorothy.	NNP
Toto	NNP
was	VBD
a	DT
fine	JJ
curiosity	NN
to	IN
all	PDT
the	DT
people,	NNS
for	IN
they	PRP
had	VBD
never	RB
seen	VBN
a	DT
dog	NN
before.	.
"How	``
far	RB
is	VBZ
it	PRP
to	IN
the	DT
Emerald	NNP
City?"	NNP
the	DT
girl	NN
asked.	VBD
"I	``
do	VBP
not	RB
know,"	VB
answered	VBN
Boq,	NNP
gravely,	NNP
"for	''
I	PRP
have	VBP
never	RB
been	VBN
there.	RB
It	PRP
is	VBZ
better	JJR
for	IN
people	NNS
to	TO
keep	VB
away	RB
from	IN
Oz,	NNP
unless	IN
they	PRP
have	VBP
business	NN
with	IN
him.	PRP
But	CC
it	PRP
is	VBZ
a	DT
long	JJ
way	NN
to	IN
the	DT
Emerald	NNP
City,	NNP
and	CC
it	PRP
will	MD
take	VB
you	PRP
many	JJ
days.	NN
The	DT
country	NN
here	RB
is	VBZ
rich	JJ
and	CC
pleasant,	JJ
but	CC
you	PRP
must	MD
pass	VB
through	IN
rough	JJ
and	CC
dangerous	JJ
places	NNS
before	IN
you	PRP
reach	VBP
the	DT
end	NN
of	IN
your	PRP$
journey."	NN
This	DT
worried	VBD
Dorothy	NNP
a	DT
little,	JJ
but	CC
she	PRP
knew	VBD
that	IN
only	RB
the	DT
great	JJ
Oz	NNP
could	MD
help	VB
her	PRP
get	VB
to	IN
Kansas	NNP
again,	RB
so	RB
she	PRP
bravely	RB
resolved	VBD
not	RB
to	TO
turn	VB
back.	RB
She	PRP
bade	VBD
her	PRP$
friends	NNS
good-bye,	JJ
and	CC
again	RB
started	VBD
along	IN
the	DT
road	NN
of	IN
yellow	JJ
brick.	NN
When	WRB
she	PRP
had	VBD
gone	VBN
several	JJ
miles	NNS
she	PRP
thought	VBD
she	PRP
would	MD
stop	VB
to	TO
rest,	VB
and	CC
so	RB
climbed	VBD
to	IN
the	DT
top	NN
of	IN
the	DT
fence	NN
beside	IN
the	DT
road	NN
and	CC
sat	VBD
down.	RP
There	EX
was	VBD
a	DT
great	JJ
cornfield	NN
beyond	IN
the	DT
fence,	NN
and	CC
not	RB
far	RB
away	RB
she	PRP
saw	VBD
a	DT
Scarecrow,	NNP
placed	VBN
high	RB
on	IN
a	DT
pole	NN
to	TO
keep	VB
the	DT
birds	NNS
from	IN
the	DT
ripe	JJ
corn.	NN
Dorothy	NNP
leaned	VBD
her	PRP$
chin	NN
upon	IN
her	PRP$
hand	NN
and	CC
gazed	VBD
thoughtfully	RB
at	IN
the	DT
Scarecrow.	NNP
Its	PRP$
head	NN
was	VBD
a	DT
small	JJ
sack	NN
stuffed	VBN
with	IN
straw,	NN
with	IN
eyes,	NN
nose	NN
and	CC
mouth	NN
painted	VBN
on	IN
it	PRP
to	TO
represent	VB
a	DT
face.	NN
An	DT
old,	JJ
pointed	JJ
blue	JJ
hat,	NN
that	WDT
had	VBD
belonged	VBN
to	IN
some	DT
Munchkin,	NNP
was	VBD
perched	VBN
on	IN
this	DT
head,	NN
and	CC
the	DT
rest	NN
of	IN
the	DT
figure	NN
was	VBD
a	DT
blue	JJ
suit	NN
of	IN
clothes,	NN
worn	VBN
and	CC
faded,	NN
which	WDT
had	VBD
also	RB
been	VBN
stuffed	VBN
with	IN
straw.	NN
On	IN
the	DT
feet	NNS
were	VBD
some	DT
old	JJ
boots	NNS
with	IN
blue	JJ
tops,	NN
such	JJ
as	IN
every	DT
man	NN
wore	VBD
in	IN
this	DT
country,	NN
and	CC
the	DT
figure	NN
was	VBD
raised	VBN
above	IN
the	DT
stalks	NNS
of	IN
corn	NN
by	IN
means	NNS
of	IN
the	DT
pole	NN
stuck	VBD
up	RP
its	PRP$
back.	NN
While	IN
Dorothy	NNP
was	VBD
looking	VBG
earnestly	RB
into	IN
the	DT
queer,	NN
painted	VBN
face	NN
of	IN
the	DT
Scarecrow,	NNP
she	PRP
was	VBD
surprised	JJ
to	TO
see	VB
one	CD
of	IN
the	DT
eyes	NNS
slowly	RB
wink	VB
at	IN
her.	NNP
She	PRP
thought	VBD
she	PRP
must	MD
have	VB
been	VBN
mistaken,	VBN
at	IN
first,	NN
for	IN
none	NN
of	IN
the	DT
scarecrows	NNS
in	IN
Kansas	NNP
ever	RB
wink;	JJ
but	CC
presently	RB
the	DT
figure	NN
nodded	VBD
its	PRP$
head	NN
to	IN
her	PRP
in	IN
a	DT
friendly	JJ
way.	NN
Then	RB
she	PRP
